age,year_of_publication,avg_book_rating,avg_author_rating,avg_publisher_rating,category_encoded,rating
0.3289473684210526,0.7999999999999972,0.7222222222222222,0.5705516681244535,0.5940673289183224,28,8
0.22368421052631576,0.8222222222222157,0.8000000000000002,0.6816676700782661,0.47107123679971374,28,8
0.11842105263157894,1.0,0.14326241134751772,0.0,0.0,28,7
0.3289473684210526,0.9777777777777743,0.6842105263157893,0.6314046706169397,0.6162936743548754,28,9
0.4868421052631579,0.9111111111111043,0.5588235294117646,0.4850506427736657,0.5071743929359825,17,6
0.13157894736842102,0.93333333333333,0.7962962962962964,0.6850362661620942,0.7368036618620958,28,10
0.43421052631578944,0.86666666666666,0.6865079365079364,0.6340862503941974,0.5962451580657254,28,8
0.47368421052631576,0.9777777777777743,0.6249999999999999,0.5682240348893556,0.5565971600739813,28,8
0.3684210526315789,0.9777777777777743,0.6904761904761904,0.5071743929359825,0.5940673289183224,28,7
0.22368421052631576,0.93333333333333,0.5921985815602836,0.5231950396052462,0.5207761266354386,24,9
0.22368421052631576,0.9777777777777743,0.6837606837606837,0.6249900263304874,0.6247240618101547,28,5
0.2763157894736842,0.8888888888888857,0.5897435897435898,0.527554399243141,0.6286122817579775,36,3
0.3289473684210526,0.7555555555555529,0.7222222222222222,0.5590507726269317,0.5621590681042817,28,7
0.5394736842105263,0.9555555555555486,0.41666666666666663,0.41639072847682124,0.47107123679971374,28,7
0.5921052631578947,0.8888888888888857,0.5555555555555555,0.48123620309050763,0.5648527361449983,28,8
0.3157894736842105,0.9777777777777743,0.5833333333333334,0.5959628120224149,0.5648527361449983,28,8
0.3947368421052631,0.9777777777777743,0.6666666666666666,0.5975108472253942,0.5949378572076568,28,8
0.15789473684210525,1.0,0.7833333333333331,0.7645085395608225,0.7471026490066225,28,9
0.3157894736842105,0.6888888888888829,0.5833333333333334,0.5136589403973512,0.5621590681042817,28,7
0.4473684210526316,0.9555555555555486,0.16666666666666663,0.41639072847682124,0.5260385310054184,28,7
0.43421052631578944,0.86666666666666,0.6222222222222221,0.6177529917509003,0.6037220995830267,28,8
0.6578947368421053,0.6888888888888829,0.38888888888888873,0.48123620309050763,0.5833821719510052,28,7
